event_type,latitude,longitude,event_cause,requires_road_closure,veh_type,corridor,priority,police_station,hour,day_of_week,month
1,13.0387689,77.5897605,14,0,5,2,1,18,22,0,4
1,12.9723001,77.6196211,14,0,3,18,1,16,1,2,4
1,12.9804811,77.6073994,14,0,4,4,1,45,0,2,4
1,13.0299924,77.5369243,14,0,2,19,1,53,2,2,4
1,12.9253285,77.5498467,14,0,4,16,1,2,2,2,4
1,13.0142196,77.5653114,14,0,7,19,1,53,3,2,4
1,13.0388688,77.5894836,14,0,5,2,1,32,22,0,4
1,12.9763484,77.5833231,6,0,5,11,0,47,3,2,4
1,12.9831191,77.6034186,14,0,1,11,0,45,3,2,4
1,13.004029,77.5712718,14,0,1,11,0,36,3,2,4
1,12.9581776,77.6060021,6,0,5,7,1,1,4,2,4
1,13.02546,77.5810533,6,0,5,11,0,43,5,2,4
1,12.9571937,77.573942,14,0,1,11,0,48,4,2,4
1,12.9666429,77.6085336,14,0,4,10,1,1,4,2,4
1,12.9649958,77.5967913,14,0,1,10,1,11,5,2,4
1,12.9854527,77.5254099,11,0,5,9,1,30,5,2,4
1,12.9603495,77.571709,0,0,5,11,0,48,21,5,11
1,12.9891178,77.5076543,14,0,1,9,1,30,5,2,4
1,13.0465802,77.5226848,16,0,5,11,0,23,6,2,4
1,12.9902449,77.5043682,6,0,5,9,1,30,5,2,4
1,12.9580761,77.5189491,6,0,5,11,0,6,5,2,4
1,12.9601628,77.5135096,14,0,2,11,0,26,4,2,4
1,12.9731014,77.6091244,14,0,4,18,1,1,4,2,4
1,13.082551,77.5502985,16,0,5,11,0,52,6,2,4
1,12.9682876,77.5748387,16,0,5,11,0,7,6,2,4
1,13.0100214,77.5905302,16,0,5,11,0,41,6,2,4
1,12.9731512,77.6987119,16,0,5,13,1,35,6,2,4
1,12.9451673,77.5279962,16,0,5,16,1,6,6,2,4
1,12.9961149,77.5960884,16,0,5,11,0,41,6,2,4
1,13.0440977,77.5543926,16,0,5,15,1,23,6,2,4
1,12.98338318,77.57704294,7,0,5,11,0,20,20,0,12
1,12.9676097,77.5745054,16,1,5,10,1,7,6,2,4
1,12.9437467,77.5799318,16,0,5,11,0,4,6,2,4
1,12.9947561,77.5958288,16,0,5,11,0,20,6,2,4
1,12.9640628,77.5699987,16,0,5,10,1,48,6,2,4
1,12.9573187,77.5521046,16,0,5,10,1,6,6,2,4
1,12.9863199,77.5796547,16,0,5,11,0,20,6,2,4
1,12.9572507,77.5521754,16,1,5,10,1,7,6,2,4
1,12.9523324,77.5367752,16,0,5,21,1,6,6,2,4
1,12.8995018,77.5581114,13,1,5,11,0,29,6,2,4
1,12.9582343,77.5674771,16,0,5,11,0,7,6,2,4
1,12.928373,77.6004074,16,0,5,1,1,24,6,2,4
1,12.9861587,77.5722833,16,0,5,11,0,44,6,2,4
1,12.99703217,77.58456258,16,0,5,2,1,20,6,2,4
1,12.9641569,77.5698552,16,0,5,10,1,7,6,2,4
1,13.017694,77.6448398,13,0,5,11,0,3,6,2,4
1,12.9641078,77.581529,16,1,5,10,1,17,6,2,4
1,12.96399,77.5816104,16,1,5,10,1,17,6,2,4
1,12.9953492,77.6663644,16,0,5,14,1,3,6,2,4
1,12.9051491,77.6016769,16,0,5,1,1,22,6,2,4
1,12.9763106,77.5991358,16,0,5,18,1,11,7,2,4
1,12.9190273,77.6217794,16,0,5,12,1,33,6,2,4
1,12.9953409,77.6663603,16,0,5,14,1,3,6,2,4
1,12.9077002,77.628584,16,0,5,7,1,15,6,2,4
1,12.9190679,77.6217328,16,0,5,12,1,33,7,2,4
1,12.9907523,77.571665,16,0,5,11,0,44,6,2,4
1,13.0239189,77.643188,16,0,5,14,1,3,6,2,4
1,12.976738,77.5992508,16,0,5,18,1,11,7,2,4
1,13.0416016,77.5473229,16,0,5,15,1,23,7,2,4
1,13.0151263,77.559691,16,0,5,19,1,53,7,2,4
1,13.0106352,77.6977045,16,0,5,11,0,28,7,2,4
1,12.9639906,77.5821037,16,1,5,10,1,17,7,2,4
1,12.955492,77.6894803,16,0,5,17,1,14,7,2,4
1,13.0141196,77.5730206,13,1,5,11,0,43,7,2,4
1,12.9554845,77.689421,16,0,5,17,1,14,7,2,4
1,12.9806464,77.5762418,6,1,5,11,0,47,7,2,4
1,12.9871612,77.5803445,16,0,5,11,0,20,7,2,4
1,13.0189786,77.5592937,13,0,5,19,1,53,7,2,4
1,13.0205324,77.5519074,16,0,5,19,1,53,7,2,4
1,12.9718029,77.595009,16,0,5,10,1,11,7,2,4
1,12.9524702,77.5414034,16,0,5,10,1,6,7,2,4
1,12.9718029,77.595009,16,0,5,10,1,11,7,2,4
1,12.9065495,77.5756539,16,0,5,16,1,22,7,2,4
1,12.9567885,77.7035548,16,0,5,20,1,14,7,2,4
1,12.9496265,77.5613077,16,0,5,11,0,4,7,2,4
1,13.0154232,77.642388,13,0,5,11,0,3,7,2,4
1,12.9650153,77.5967888,14,0,1,10,1,11,5,2,4
1,12.93029193,77.68548156,16,0,5,12,1,14,7,2,4
1,12.9591783,77.7464824,16,0,5,20,1,50,7,2,4
1,12.9717043,77.5949667,16,0,5,10,1,11,7,2,4
1,12.8623361,77.5169747,2,0,5,11,0,46,6,2,4
1,12.9566317,77.7090983,16,0,5,20,1,14,7,2,4
1,12.9764562,77.7400533,16,0,5,11,0,50,7,2,4
1,12.9671705,77.5403742,6,1,5,11,0,49,7,2,4
0,12.9225293,77.5187051,13,1,5,11,0,31,7,2,4
1,12.989466,77.5927871,6,0,5,11,0,20,7,2,4
1,13.0335198,77.5581582,13,0,5,11,0,53,7,2,4
1,13.0050772,77.569096,13,1,5,11,0,36,7,2,4
1,12.9774286,77.7511283,16,0,5,11,0,50,8,2,4
1,12.977421,77.7511312,16,0,5,11,0,50,8,2,4
1,12.9313883,77.6869533,7,0,5,12,1,14,8,2,4
1,12.931064,77.6866897,7,0,5,12,1,14,8,2,4
1,12.931064,77.6866897,7,0,5,12,1,14,8,2,4
1,12.9311998,77.6868948,7,0,5,12,1,14,8,2,4
1,12.9313559,77.6869721,7,0,5,12,1,14,8,2,4
1,12.9894436,77.5929236,7,0,5,11,0,11,9,2,4
1,13.0281748,77.5360795,14,0,4,19,1,53,8,2,4
1,12.9909993,77.58613,7,0,5,2,1,20,9,2,4
1,12.856311,77.6644834,14,0,2,11,0,13,10,2,4
1,12.9311998,77.6868948,7,0,5,12,1,14,8,2,4
1,12.9313883,77.6869533,7,0,5,12,1,14,8,2,4
1,12.961388,77.7014929,14,0,2,13,1,14,18,2,4
1,12.9311998,77.6868948,7,0,5,12,1,14,8,2,4
1,12.976427,77.5866312,14,0,7,11,0,17,7,2,4
1,12.9623047,77.5935595,14,1,1,11,0,17,7,2,4
1,12.9728222,77.5690057,14,0,6,11,0,7,7,2,4
1,12.9311998,77.6868948,7,0,5,12,1,14,8,2,4
1,13.0077853,77.575963,14,0,7,11,0,43,18,2,4
1,12.99308197,77.70532632,14,0,2,11,0,35,18,2,4
1,12.9946503,77.6159022,7,0,5,11,0,40,19,2,4
1,12.9311998,77.6868948,7,0,5,12,1,14,8,2,4
1,12.9948492,77.6159893,7,0,5,11,0,40,19,2,4
1,12.9947684,77.6159439,7,0,5,11,0,40,19,2,4
1,12.9838286,77.6398503,14,0,5,18,1,25,19,2,4
1,13.0076535,77.5485759,7,0,5,21,1,42,19,2,4
1,12.9756011,77.6167012,14,0,5,18,1,16,19,2,4
1,12.9756407,77.6167078,13,0,5,18,1,16,19,2,4
1,12.9829064,77.6371666,6,0,5,18,1,25,19,2,4
1,12.9311998,77.6868948,7,0,5,12,1,14,8,2,4
1,13.0491629,77.4965455,14,0,4,11,0,8,20,2,4
1,12.9748815,77.5867564,14,0,6,11,0,17,18,2,4
1,12.9311998,77.6868948,7,0,5,12,1,14,8,2,4
1,13.0074652,77.5662988,13,1,5,11,0,36,20,2,4
1,12.9608456,77.5133151,14,0,1,11,0,26,21,2,4
1,12.986114,77.5807451,16,0,5,11,0,20,21,2,4
1,12.9239154,77.5765203,13,0,5,11,0,2,21,2,4
1,12.9311998,77.6868948,7,0,5,12,1,14,8,2,4
1,12.958101,77.605949,14,0,5,7,1,1,18,2,4
1,12.8746583,77.542115,14,0,2,11,0,46,19,2,4
1,13.0417739,77.6140293,4,0,5,14,1,19,22,2,4
1,12.9482417,77.5735767,7,0,5,11,0,4,22,2,4
1,12.9792233,77.6025466,14,0,7,18,1,45,21,2,4
1,12.9550483,77.5196917,6,0,5,11,0,6,23,2,4
1,12.9798824,77.6009322,7,0,5,5,1,45,22,2,4
1,12.9238289,77.5971089,13,1,5,1,1,24,22,2,4
1,12.9853419,77.5530597,14,0,5,11,0,42,21,2,4
1,13.0554915,77.7660135,14,0,2,11,0,28,23,2,4
1,13.0547107,77.7637897,14,0,9,11,0,28,23,2,4
0,12.9368449,77.5737802,4,0,5,11,0,4,22,2,4
1,12.9640674,77.5855008,14,0,1,10,1,17,23,2,4
1,12.9234607,77.5763798,11,0,5,11,0,24,0,3,4
1,12.953133,77.5391544,14,0,4,21,1,6,23,2,4
1,12.9662734,77.6066971,13,0,5,10,1,1,0,3,4
1,12.9232722,77.5762904,11,0,5,11,0,24,0,3,4
1,13.0124851,77.6163012,14,1,1,11,0,27,22,2,4
1,12.8798387,77.5459388,14,0,2,11,0,46,0,3,4
1,13.0028917,77.5306097,14,0,4,11,0,42,0,3,4
1,12.9912859,77.6580603,14,0,1,18,1,3,0,3,4
1,12.9380928,77.5214674,14,0,2,10,1,6,0,3,4
1,12.9118524,77.4858155,6,1,5,10,1,31,0,3,4
0,12.9696781,77.7005957,4,0,5,13,1,14,2,3,4
1,12.9759434,77.5981783,14,0,9,5,1,11,1,3,4
1,13.0143257,77.5837964,14,0,7,2,1,43,1,3,4
1,12.8462325,77.6724104,14,0,2,11,0,13,2,3,4
1,12.9236718,77.5762864,11,0,5,11,0,2,2,3,4
1,12.9579051,77.5672107,14,1,1,11,0,7,23,2,4
1,12.8437666,77.6880644,14,0,2,11,0,13,0,3,4
1,13.0351311,77.5269457,14,0,2,19,1,39,2,3,4
1,12.979865,77.5925813,14,0,5,5,1,11,3,3,4
1,12.9424793,77.6228453,14,0,1,11,0,0,3,3,4
1,12.9550165,77.519709,14,0,1,11,0,6,23,2,4
1,13.0132803,77.6997851,6,0,5,11,0,28,2,3,4
1,12.975654,77.5644982,14,0,5,9,1,34,0,3,4
1,12.9665476,77.5048771,14,0,2,11,0,26,4,3,4
1,12.9649488,77.5991014,14,0,4,10,1,1,2,3,4
1,12.8412305,77.6491021,14,0,7,11,0,13,4,3,4
1,12.9715513,77.6192827,7,0,5,18,1,16,3,3,4
1,12.9501237,77.5374664,14,1,4,21,1,6,1,3,4
1,13.0122402,77.6991376,14,0,2,11,0,28,4,3,4
1,12.9450423,77.5286271,14,0,2,16,1,6,1,3,4
1,12.9758565,77.5645404,14,0,1,9,1,34,1,3,4
1,13.01762,77.5596867,14,0,1,19,1,53,4,3,4
1,12.9876499,77.5134587,14,0,2,9,1,30,4,3,4
1,13.0429853,77.5121761,14,0,2,19,1,39,5,3,4
1,13.0416747,77.5212074,2,0,5,19,1,39,5,3,4
1,12.97058459,77.64127574,14,0,1,8,1,25,4,3,4
1,13.0282483,77.5862283,14,0,5,2,1,41,5,3,4
1,12.9359306,77.5147596,7,0,5,10,1,6,5,3,4
1,12.9380002,77.5573089,7,0,5,11,0,4,6,3,4
1,13.0100597,77.5908671,16,0,5,11,0,41,5,3,4
1,12.9637362,77.584069,14,0,4,10,1,17,6,3,4
1,12.9907531,77.5716458,16,0,5,11,0,44,6,3,4
1,13.0056626,77.5799769,13,1,5,11,0,43,6,3,4
1,13.003657,77.5839592,14,0,3,2,1,43,7,3,4
1,12.9365089,77.7032441,4,1,5,11,0,14,6,3,4
1,12.9874499,77.5195745,16,0,5,9,1,30,6,3,4
1,13.024221,77.6431929,16,0,5,14,1,3,7,3,4
1,13.0085072,77.5486717,16,0,5,21,1,42,6,3,4
1,13.0113111,77.5814991,13,0,5,2,1,43,6,3,4
1,12.997285,77.5850456,16,0,5,2,1,20,5,3,4
1,13.0092053,77.5803075,13,0,5,11,0,43,7,3,4
1,12.985697,77.4799933,14,0,7,11,0,30,4,3,4
1,13.007464,77.5782501,13,1,5,11,0,43,7,3,4
1,12.9273789,77.5470363,14,0,1,16,1,2,7,3,4
1,12.9582039,77.5542816,14,1,1,10,1,7,8,3,4
1,13.019781,77.6300849,14,0,2,0,1,3,8,3,4
1,13.0147719,77.5801192,13,0,5,11,0,43,8,3,4
1,12.930013,77.5667405,14,0,1,11,0,2,8,3,4
1,12.9785184,77.5426859,14,0,1,9,1,34,7,3,4
1,12.9063764,77.5825934,13,0,5,16,1,22,9,3,4
1,13.0429949,77.5511954,14,0,2,15,1,23,9,3,4
1,13.0211545,77.5521093,14,0,4,19,1,53,6,3,4
1,13.0264823,77.5800713,13,1,5,11,0,43,10,3,4
1,12.9650132,77.5123059,14,0,9,11,0,26,8,3,4
0,12.95691291,77.70135409,4,1,5,20,1,14,11,3,4
1,12.9603222,77.5572047,14,0,2,10,1,7,19,3,4
1,13.0598347,77.545378,14,0,6,11,0,23,9,3,4
0,13.01136787,77.64639437,4,1,5,11,0,3,12,3,1
1,13.095384,77.5942294,14,0,2,11,0,52,9,3,4
1,12.9638081,77.5123571,14,0,9,11,0,26,9,3,4
1,12.9978315,77.553247,14,0,3,21,1,42,9,3,4
0,12.99838,77.5713867,8,0,5,11,0,36,20,3,4
1,12.9214038,77.5613889,14,0,2,16,1,2,20,3,4
1,12.9369018,77.5737488,4,0,5,11,0,4,21,3,4
1,12.9373293,77.5206419,14,0,2,10,1,6,18,3,4
1,12.9874487,77.4930824,14,0,2,9,1,30,19,3,4
1,12.9847239,77.5882798,14,0,9,2,1,20,18,3,4
1,13.0547192,77.4734612,14,0,2,11,0,8,20,3,4
1,13.010548,77.5837153,14,0,1,2,1,43,21,3,4
1,13.0144332,77.5838211,14,0,4,2,1,43,20,3,4
1,12.9673114,77.5887387,7,0,5,10,1,17,23,3,4
1,13.04316,77.5124993,14,0,5,19,1,8,20,3,4
1,12.9434539,77.5585657,7,0,5,11,0,4,23,3,4
1,12.9961132,77.5959776,6,0,5,11,0,41,1,1,4
1,12.9883678,77.5106288,7,0,5,9,1,30,1,1,4
1,13.0435667,77.5582267,14,0,4,15,1,23,22,3,4
1,12.9889419,77.508205,14,0,5,9,1,30,0,1,4
1,13.1777117,77.6362467,14,0,2,3,1,9,22,3,4
1,13.0499788,77.7559457,14,0,6,11,0,28,22,3,4
1,13.0438201,77.5610463,14,0,5,15,1,23,22,3,4
1,13.0209143,77.7112687,14,0,3,11,0,28,2,1,4
1,12.9995264,77.5510152,16,0,5,21,1,36,9,1,4
1,12.9992364,77.5713166,6,0,5,11,0,36,7,1,4
1,12.9755238,77.620293,14,0,7,18,1,16,2,1,4
1,12.9819258,77.5945581,16,0,5,5,1,11,3,1,4
1,12.9985042,77.5844064,14,0,1,2,1,43,3,1,4
1,12.9384167,77.7468103,3,0,5,11,0,50,2,1,4
1,12.8402003,77.677072,16,0,5,11,0,13,7,1,4
1,13.0939399,77.5968535,14,0,4,3,1,52,5,1,4
1,13.0441064,77.5089747,14,0,2,19,1,39,11,1,4
1,13.0498194,77.592851,2,0,5,2,1,32,14,1,4
0,12.96396195,77.56960303,4,1,5,10,1,7,12,5,2
1,13.0018539,77.6634748,14,0,2,14,1,3,14,1,4
1,13.005217,77.6848678,14,0,3,11,0,28,17,1,4
1,12.9422522,77.6225761,6,0,5,11,0,0,7,5,12
1,13.008147,77.6905604,14,0,3,11,0,28,6,5,11
1,13.11620113,77.6130314,8,0,5,11,0,52,4,5,11
1,12.86636201,77.43864114,14,0,7,11,0,21,4,5,11
1,13.2288007,77.6897352,14,0,2,11,0,12,2,2,11
1,12.9285971,77.4694872,14,1,2,11,0,31,3,3,11
1,12.8011603,77.7122165,4,0,5,11,0,38,7,2,11
1,12.8193862,77.6890097,14,0,2,11,0,13,21,2,11
1,13.0511382,77.4896909,6,0,5,11,0,38,6,3,11
1,12.91875337,77.51825174,3,0,5,11,0,31,4,5,11
1,12.9467434,77.5333903,2,0,5,10,1,6,23,1,1
1,13.09411244,77.51344424,1,0,5,11,0,8,4,5,11
1,13.0395661,77.6412265,4,0,5,0,1,19,19,1,1
1,12.9611105,77.5103384,14,0,1,11,0,26,6,5,11
1,13.1643301,77.6309231,14,0,9,3,1,9,6,2,11
1,13.0687009,77.4481459,14,0,1,11,0,38,23,1,11
1,12.97633064,77.45300487,4,0,5,11,0,38,4,5,11
1,13.2210345,77.6822537,14,0,9,11,0,12,5,5,11
1,12.8194593,77.6880415,14,0,2,11,0,13,20,6,11
1,13.0730618,77.4399601,14,0,2,11,0,38,21,6,11
1,13.0672877,77.4517008,14,0,2,11,0,38,1,0,12
1,13.0605293,77.4622043,14,0,2,11,0,38,21,3,12
1,12.948912,77.4696656,6,1,5,11,0,31,13,2,12
1,13.0655886,77.4536892,14,0,4,11,0,38,5,3,12
1,13.0239336,77.5833386,13,0,5,2,1,32,1,5,1
1,12.8394,77.65426,14,0,4,11,0,13,7,5,1
1,13.1809322,77.6385476,14,0,2,3,1,9,22,6,12
1,12.8186042,77.6898828,14,0,2,11,0,13,22,4,12
1,13.0735068,77.4391425,14,0,1,11,0,38,8,0,12
1,13.1850133,77.6984583,4,0,5,11,0,9,8,5,1
1,12.8835072,77.7521832,6,0,5,11,0,38,19,0,12
1,12.811303,77.6654876,7,0,5,11,0,13,3,2,12
1,12.8111169,77.6653577,7,0,5,11,0,13,3,2,12
1,12.8110993,77.6653192,7,0,5,11,0,13,3,2,12
1,12.9854746,77.5249189,14,0,1,9,1,30,7,5,1
1,13.1827536,77.5739465,14,0,1,3,1,32,20,2,12
1,12.98124337,77.75068471,9,0,5,11,0,38,4,5,11
1,12.9458758,77.4699081,14,0,2,11,0,31,6,3,12
1,12.9458172,77.4699214,14,0,2,11,0,31,6,3,12
1,13.22744,77.6885325,14,0,2,11,0,12,22,3,12
0,12.88122222,77.47910378,9,0,5,11,0,38,4,5,11
1,12.97571222,77.58699417,2,0,5,11,0,17,15,5,11
1,12.8969352,77.6584737,13,0,5,11,0,5,20,5,1
1,13.0568483,77.47258,14,0,2,11,0,38,1,5,12
1,13.0584421,77.4679956,6,0,5,11,0,38,4,5,12
1,13.0515565,77.4882176,14,0,2,11,0,38,21,5,12
1,13.0515741,77.4880777,14,0,4,11,0,38,22,5,12
1,13.0588479,77.4656916,6,0,5,11,0,38,23,5,12
1,13.0207553,77.7104892,14,0,2,11,0,28,18,5,1
1,13.0588093,77.4653777,6,1,5,11,0,38,23,5,12
1,13.0616935,77.4595922,6,0,5,11,0,38,0,6,12
1,13.0280608,77.5858748,14,0,4,2,1,32,19,5,11
1,13.0057285,77.6861351,6,0,5,11,0,28,19,5,11
1,13.1202435,77.6682476,4,0,5,11,0,9,5,4,12
1,12.840935,77.6496567,14,0,1,11,0,13,23,0,12
1,13.0673845,77.4508827,14,0,2,11,0,38,4,2,12
1,13.1557145,77.6225084,14,0,9,3,1,9,4,2,12
1,13.067335,77.45095,14,0,4,11,0,38,7,2,12
1,13.00635,77.6863717,14,0,2,11,0,28,18,5,11
1,12.8874767,77.7372183,8,1,5,11,0,50,8,1,12
1,13.114165,77.606415,14,0,8,3,1,52,20,5,11
1,12.9931351,77.7216115,11,1,5,11,0,35,22,5,1
1,13.1396412,77.6178059,14,0,3,3,1,9,20,1,12
1,13.0894108,77.5563129,14,0,2,11,0,52,20,5,11
1,13.1877011,77.7119109,2,0,5,11,0,9,23,1,12
1,13.0613967,77.4610883,14,0,2,11,0,38,11,5,12
1,13.06145,77.4608617,14,0,2,11,0,38,20,5,12
1,13.0387425,77.7397905,14,0,2,11,0,28,2,6,12
1,13.0615802,77.4608504,14,0,9,11,0,38,7,6,12
0,13.183545,77.6801783,4,0,5,11,0,9,4,6,12
1,13.0041838,77.5839763,11,0,5,2,1,43,22,5,11
1,12.8445617,77.6732867,2,0,5,11,0,13,0,4,12
1,12.8375952,77.6788445,2,0,5,11,0,13,1,4,12
1,13.0533971,77.7620991,14,0,5,11,0,28,3,0,12
1,13.0357139,77.7365339,14,0,2,11,0,28,20,0,12
1,13.1983767,77.6974685,14,0,2,11,0,12,0,2,12
1,13.0669972,77.4517019,14,0,2,11,0,38,6,2,12
1,13.0750328,77.4358991,14,0,4,11,0,38,7,2,12
1,13.0751533,77.4363333,14,0,4,11,0,38,7,2,12
1,13.1784872,77.6370365,14,0,6,3,1,9,19,2,12
1,13.0528197,77.6459627,6,0,5,11,0,19,3,6,1
1,13.0397033,77.7415583,14,0,4,11,0,28,20,2,12
1,13.0629026,77.4583968,14,0,4,11,0,38,20,2,12
1,13.0674398,77.4497151,14,0,4,11,0,38,4,3,12
1,13.0634941,77.4561606,14,0,2,11,0,38,20,1,1
1,12.9692815,77.7357346,14,0,5,11,0,50,4,6,1
1,13.0707619,77.4448725,14,0,4,11,0,38,21,1,1
1,13.2307959,77.6912179,14,0,5,11,0,12,21,1,1
1,13.1853883,77.6418683,2,0,5,3,1,9,2,6,1
1,13.1854657,77.6420641,2,0,5,3,1,9,2,6,1
1,13.1355168,77.617415,14,0,6,3,1,52,7,6,1
0,13.1835417,77.6807133,4,0,5,11,0,9,1,0,1
1,13.2505022,77.71504,2,0,5,11,0,12,5,0,1
0,12.9695341,77.7006055,4,0,5,13,1,14,9,6,1
1,12.9140108,77.5673732,14,0,1,16,1,2,21,5,1
1,12.9999986,77.6634061,14,0,1,14,1,3,21,5,1
1,13.005755,77.6904483,14,0,4,11,0,28,22,5,1
1,13.0442709,77.6432677,14,0,2,11,0,19,23,5,1
1,13.0431317,77.5512583,14,0,2,15,1,23,0,6,1
1,12.923575,77.655095,14,0,4,12,1,5,4,6,1
1,12.91861725,77.58946,2,0,5,11,0,24,23,5,1
1,12.91861725,77.58946,2,0,5,11,0,24,23,5,1
1,13.0471959,77.502766,14,0,5,11,0,8,7,6,1
1,12.9857015,77.5267423,14,0,4,9,1,30,21,6,1
1,12.8188227,77.6885633,14,0,2,11,0,13,22,6,1
1,12.9879947,77.6638348,6,0,5,11,0,3,0,4,1
1,12.9717905,77.5075445,14,0,1,11,0,26,0,4,1
1,13.0142186,77.5305288,13,0,5,11,0,42,8,6,1
1,12.9986635,77.5841885,14,0,7,2,1,43,6,4,1
1,13.0190687,77.5840829,14,0,5,2,1,41,6,4,1
1,13.0196125,77.6738748,14,0,7,11,0,3,8,4,1
1,13.0059006,77.636093,2,0,5,11,0,3,9,4,1
1,12.860422,77.6609334,2,0,5,11,0,13,11,6,1
1,12.9407201,77.5247945,14,0,2,10,1,6,12,6,1
1,12.9974033,77.584765,14,0,6,2,1,20,10,4,1
1,12.9955497,77.666766,14,0,1,14,1,3,20,4,1
1,12.8405554,77.6518242,14,0,1,11,0,13,21,6,1
0,13.1871368,77.680719,4,0,5,11,0,9,22,6,1
1,12.974094,77.508972,14,0,1,11,0,26,22,6,1
1,13.0631912,77.4553056,14,0,2,11,0,38,0,6,11
1,13.0002484,77.6772358,14,0,2,13,1,35,0,6,11
1,12.9988086,77.6757798,14,0,2,13,1,35,0,6,11
0,13.056993,77.4742172,4,0,5,11,0,38,0,4,1
1,12.9858812,77.4873198,14,0,3,11,0,30,22,2,11
1,12.9341249,77.6900036,14,0,4,12,1,14,0,6,11
1,13.026353,77.544093,14,0,3,19,1,53,3,4,1
1,12.9333094,77.4914091,14,1,6,11,0,31,1,4,1
1,13.056995,77.4770157,14,0,2,11,0,38,2,4,1
1,12.8497833,77.5883033,7,0,5,11,0,21,5,4,1
1,13.0586977,77.4661219,14,0,2,11,0,38,3,6,11
1,12.957165,77.6746067,4,1,5,17,1,14,12,4,1
1,13.0266391,77.7214589,14,0,4,11,0,28,18,4,1
1,12.8713593,77.530622,14,0,1,15,1,23,7,6,11
0,12.9694191,77.7005749,4,0,5,13,1,14,20,4,1
1,13.0486313,77.4980683,14,0,3,11,0,8,7,6,11
1,13.0485262,77.4979792,14,0,3,11,0,8,7,6,11
1,12.9233342,77.6099015,14,0,5,11,0,37,20,4,1
1,12.9666372,77.5048395,14,0,1,11,0,26,8,6,11
1,13.0652704,77.454816,2,0,5,11,0,38,11,6,11
1,13.0514702,77.5942456,14,0,2,2,1,18,19,6,11
1,12.8951843,77.5551185,14,0,1,11,0,29,21,4,1
1,12.9858214,77.6050951,7,0,5,11,0,45,23,4,1
1,13.0517442,77.4888513,14,0,2,11,0,38,20,6,11
1,13.025155,77.5853733,14,0,3,2,1,41,22,4,1
1,13.0193258,77.5842441,14,0,5,2,1,41,0,0,1
1,13.0193398,77.584308,14,0,5,2,1,41,0,0,1
1,13.0219386,77.584501,14,0,2,2,1,41,1,0,1
0,13.0531351,77.6460729,4,1,5,11,0,19,19,6,11
1,12.8150855,77.6914602,14,0,2,11,0,13,21,6,11
1,12.9979702,77.6627056,14,0,4,14,1,3,22,6,11
1,13.1337081,77.6668625,2,0,5,6,1,9,21,4,1
1,13.0037533,77.7569917,14,0,7,11,0,35,5,0,1
1,13.0187717,77.586025,14,0,4,2,1,41,6,0,1
1,12.9124189,77.6256602,14,0,1,7,1,15,23,6,11
1,13.0559543,77.4754176,14,0,9,11,0,38,22,4,1
1,13.0005187,77.7120899,14,0,2,11,0,28,0,0,1
1,13.0419433,77.5969833,14,0,2,14,1,18,0,4,11
1,13.0357367,77.62852,14,0,4,14,1,19,1,4,11
1,13.0548805,77.473713,14,0,4,11,0,38,8,0,1
1,12.9068891,77.4736058,14,0,1,10,1,31,3,4,11
1,13.0803462,77.4235747,4,0,5,11,0,38,8,0,1
1,13.0664309,77.6407721,11,0,5,11,0,19,5,4,11
1,12.9711432,77.7501075,14,0,1,11,0,50,5,4,11
1,13.0493842,77.5930447,14,0,4,2,1,18,11,0,1
1,12.9837004,77.5293976,14,0,1,9,1,30,9,4,11
1,12.9234754,77.6560202,14,0,2,12,1,5,19,0,1
1,12.9169381,77.6730534,14,0,2,11,0,5,19,4,11
1,13.0491594,77.49642,14,0,6,11,0,8,20,0,1
1,13.036081,77.5892814,14,0,3,2,1,18,20,4,11
1,12.8559783,77.5887467,2,0,5,1,1,46,18,0,1
1,13.0359526,77.5892901,14,0,3,2,1,18,20,4,11
1,13.0358764,77.5895083,14,0,3,2,1,18,20,4,11
1,13.036005,77.5892867,14,0,3,2,1,18,20,4,11
1,13.036005,77.5892867,14,0,3,2,1,18,20,4,11
0,12.9695456,77.7005376,4,0,5,13,1,14,20,4,11
1,12.95122,77.5212583,6,0,5,11,0,6,21,4,11
1,12.89653,77.5997367,14,0,1,1,1,22,21,4,11
1,13.0549185,77.5348111,14,0,1,11,0,23,21,4,11
1,13.0527934,77.6460881,14,0,6,11,0,19,20,0,1
1,13.0625915,77.4586362,6,0,5,11,0,38,22,4,11
1,12.9471605,77.5326026,14,0,1,10,1,6,22,4,11
1,13.1104433,77.6044517,14,0,7,3,1,52,20,4,11
1,13.0528667,77.48617,6,0,5,11,0,38,23,4,11
1,12.9689312,77.5124971,14,0,9,11,0,26,21,0,1
1,13.026353,77.544093,14,0,5,19,1,53,21,0,1
1,12.93165632,77.55184459,2,0,5,11,0,2,23,4,11
1,12.91371,77.6783083,14,0,1,11,0,5,21,4,11
1,12.9230219,77.6566549,14,0,1,12,1,5,23,4,11
1,13.0587231,77.4673853,14,0,2,11,0,38,0,2,1
1,12.9820421,77.5314788,14,0,1,9,1,30,0,2,1
1,12.8519578,77.5880032,6,0,5,11,0,46,1,0,12
1,13.03439169,77.55736917,3,0,5,11,0,53,2,0,12
1,12.9383623,77.7468821,14,0,2,11,0,50,1,0,12
1,13.03439169,77.55736917,14,0,4,11,0,53,3,0,12
1,13.025843,77.5446395,14,0,3,19,1,53,3,0,12
